author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix
1415827156,0,1,1,1,0,0,0,0,1,0.706111,1,602,2.416208,9,0,0
1415829371,0,1,1,1,0,227,5,10,1,4.789931,1,0,0,0,0,0
1415829778,1,1,1,1,0,7,7,1278,1,4.794641,1,0,0,0,0,0
1415830410,1,1,1,1,0,1,1,465,1,4.801956,1,0,0,0,0,0
1415830509,0,1,1,3,1.584963,3,3,1016.666667,1,4.803102,3,1,0.7245,2,0,0
1415833215,1,1,6,7,1.563359,138,138,110.428571,4,3.554919,7,3,0.924655,6,0,0
1415834541,0,1,1,3,1.584963,3,3,479,1,4.849769,3,1,0.723943,2,0,0
1415836855,0,1,1,1,0,13,0,0,1,0,0,0,0,0,0,0
1415838378,1,1,1,1,0,2,0,0,1,0,0,7,0,0,0,0
1415841710,0,1,1,1,0,9,14,51,3,6.35978,2,13,1.157238,13,0,0
1415869412,1,1,7,13,3.70044,13,13,407.076923,3,3.478928,17,6,1.008077,12,0,0
1415877899,0,1,1,1,0,2,0,13,1,0.475046,1,1,3.105058,1,0,0
1415884494,0,1,1,1,0,50,7,3208,3,1.689282,6,1,1.591967,0,0,0
1415884781,0,1,54,264,7.4296,18,922,396.193182,5,4.048705,372,131.5,1.000192,263,0,0
1415891749,0,1,2,2,0.811278,7,1,208,3,3.667101,4,0.5,0.568174,1,0,0
1415895781,0,1,2,2,0.836641,18,12,1957,4,0.516505,9,2.5,5.311435,2,0,0
1415902713,0,1,1,1,0,2,4,395,5,0.207546,2,0,0,0,0,0
1415920726,1,1,1,1,0,4,3,65,1,-1.746609,3,0,0,0,0,0
1415925302,1,1,1,1,0,3,1,718,5,0.468993,4,2,3.132228,2,0,0
1415930394,0,1,1,2,0.881291,30,0,0,1,0,0,2.5,0,2,0,0
1415930433,0,1,2,2,0.755375,18,5,211,3,0.447731,6,2.5,2.675111,3,0,0
1415930830,1,1,1,2,0.084811,146,231,565.5,5,3.2486,3,39.5,2.015087,40,1,89.694479
1415932079,0,1,13,39,4.089448,96,95,438.820513,5,1.317626,96,19,1.02068,38,1,24.920394
1415955076,1,1,1,1,0,2,2,63,1,2.329595,2,0,0,0,0,0
1415968052,0,1,1,1,0,4,2,44,3,2.61015,4,4,1.38312,4,0,0
1415977479,0,1,2,2,0.811278,4,4,252,5,1.072894,5,18.5,1.699044,19,0,0
1415977806,1,1,1,1,0,2,1,90,5,1.076678,3,20,1.928783,20,0,0
1415980638,0,1,1,2,0.918296,3,3,727,5,1.109456,6,3.5,1.676007,4,0,0
1415986905,0,1,1,1,0,3,3,73,5,1.181991,2,0,0,0,0,0
1415990768,0,1,2,2,0.811278,76,0,569.5,5,1.226701,5,14.5,1.611396,15,0,0
1415995305,0,1,2,2,0.893956,95,8,1956.5,5,1.279213,13,4.5,1.586298,4,0,0
1416005000,0,1,1,1,0,1,1,63,1,0.577824,3,1,2.730631,1,0,0
1416005045,0,1,1,1,0,1,1,63,1,0.000521,4,2,1921,2,0,0
1416007695,0,1,1,1,0,6,6,406,1,2.796794,2,3,1.357552,3,0,0
1416010459,0,2,3,3,1.448816,10,4,46,1,5.350266,5,16,1.203395,14,0,0
1416010663,0,1,1,1,0,6,0,3271,5,0.177755,10,6,6.625733,5,0,0
1416018628,0,1,4,9,3.126541,32,5,76.222222,5,3.359572,15,607,1.123482,600,0,0
1416025282,0,1,1,1,0,20,15,748,5,0.399468,3,16,3.503332,16,0,0
1416069647,0,1,1,1,0,35,0,0,1,0,0,0,0,0,0,0
1416070415,0,1,1,1,0,2,0,55,1,7.579792,1,8,1.13193,1,0,0
1416071633,0,2,2,3,1.103074,18,69,43,1,1.487809,10,27,1.255562,1,0,0
1416078532,0,1,1,2,1,2,2,15,1,1.71456,2,4.5,1.43743,4,0,0
1416079796,0,1,1,1,0,5,3,35,1,0.117465,1,1,9.513154,1,0,0
1416080743,0,1,1,1,0,0,2,37,1,0.010961,2,6,92.23548,5,0,0
1416083936,0,1,1,1,0,3,5,13,1,0.142396,4,29,8.022677,2,0,0
1416085736,0,1,2,4,1.823192,16,0,1063.25,5,2.325868,16,22.5,1.223931,24,0,0
1416089291,0,1,3,7,2.246428,50,50,806.571429,5,2.934769,22,7,1.154315,10,0,0
1416092510,0,1,1,1,0,2,0,30,1,3.675764,2,0,0,0,1,1349.927535
1416097238,0,1,1,1,0,57,0,0,1,0,0,2,0,2,0,0
1416113476,1,1,2,2,0.162326,41,1,2003,5,0.823819,17,25.5,3.089696,26,0,0
1416113476,1,1,2,2,0.162326,41,1,2023,5,0,19,27.5,0,28,0,0
1416129024,1,1,1,1,0,3,3,567,5,2.826887,2,0,0,0,0,0
1416135566,1,1,2,2,0.764205,30,15,993.5,5,0.395631,10,7.5,2.565452,7,0,0
1416158954,0,1,1,1,0,0,12,39,1,4.565382,2,0,0,0,0,0
1416175964,0,1,1,3,0.709967,244,6,19,2,0.303727,1,1,0.699159,2,0,0
1416177972,1,1,1,1,0,4,3,828,5,0.49081,8,29,3.037448,29,0,0
1416179176,1,1,1,1,0,3,3,3279,5,0.760417,14,30,2.315068,30,0,0
1416179360,0,1,1,2,0.983376,17,16,433,5,1.712772,11,31.5,32.269882,32,0,0
1416180601,1,1,1,2,0.997503,10,7,433.5,5,0.014363,13,33.5,53.215955,34,0,0
1416181368,1,1,2,2,0.881291,48,2,2044.5,5,0.017124,26,9.5,35.307556,9,0,0
1416181796,0,1,1,1,0,1,14,845,5,0.004954,12,35,202.869159,35,0,0
1416189966,1,1,1,1,0,1,9,832,5,0.09456,13,36,11.575275,36,0,0
1416199199,1,1,2,13,3.341383,193,24,947.461538,5,2.574931,66,43,1.082552,49,0,0
1416199742,1,1,1,2,1,4,4,2150,5,0.006285,16,50.5,120.337017,51,0,0
1416202682,0,1,1,3,1.251629,6,0,403.333333,5,6.569205,8,53,1.089927,54,0,0
1416232708,1,1,1,1,0,2,2,133,3,5.673299,3,11,1.176264,10,1,28.74809
1416236021,1,1,1,2,0.99403,11,11,601.5,5,0.406024,10,55.5,2.788938,56,0,0
1416250189,1,1,1,14,3.605323,429,404,1054.642857,5,2.687855,76,9.5,1.069292,16,0,0
1416252385,0,1,1,1,0,3,13,3296,5,0.025417,18,12,40.344262,11,0,0
1416255344,0,1,1,1,0,2,3,3286,5,0.034248,19,13,30.199054,12,0,0
1416266419,0,1,1,1,0,1,1,66,1,4.001076,4,0,0,0,0,0
1416266955,0,1,87,564,5.632283,187501,187213,332.269504,6,2.076857,407,322.5,0.786738,604,1,3.527373
1416322131,1,1,1,1,0,1,1,567,5,2.235035,3,57,1.44742,57,0,0
1416333379,0,1,1,4,1.933792,73,114,1930.25,5,2.005246,47,59.5,1.530316,61,0,0
1416335338,0,1,5,5,2.128085,7,7,174.8,6,0.79147,5,607,1.576986,609,0,0
1416339834,1,1,1,1,0,1,1,89,1,3.812211,4,1,1.262315,1,0,0
1416343670,0,1,2,2,0.979869,33,3,586,5,3.196586,10,17.5,1.540334,18,0,0
1416352125,0,1,17,108,3.13101,144396,1,0.509259,1,0.100373,1,665.5,0.010113,708,1,2.541609
1416352616,1,1,1,1,0,1,1,89,1,0.14794,5,18,7.759506,3,0,0
1416368610,1,1,1,1,0,1,1,249,3,5.777755,2,0,0,0,0,0
1416417572,0,1,2,10,2.433349,223,129,1073.2,5,2.898448,71,21.5,1.071411,26,0,0
1416434250,0,1,1,1,0,5,2,15,1,6.439248,2,2,1.155298,2,0,0
1416434425,0,1,1,1,0,5,0,18,1,0.002025,3,3,494.714286,3,0,0
1416440269,0,1,1,1,0,0,4439,4439,1,11.860509,1,19,1.084313,19,0,0
1416446310,1,1,1,1,0,1,1,66,1,2.082072,5,2,1.480291,2,0,0
1416448607,0,1,1,1,0,5,0,232,1,7.167083,2,0,0,0,0,0
1416498456,1,1,1,1,0,2,2,91,5,6.026042,4,0,0,0,0,0
1416513230,0,1,2,7,2.349227,65,70,1238.857143,5,1.98809,63,30,1.098851,33,0,0
1416571720,1,1,4,4,2,8,8,215.25,6,2.735903,8,15.5,1.19037,16,1,24.82434
1416597081,1,1,1,1,0,4,4,249,3,2.64434,3,0,0,0,0,0
1416612672,1,1,2,4,1.841438,41,8,1012.75,5,5.769057,17,1.5,0.799564,3,0,0
1416619104,0,1,1,1,0,13,17,745,5,0.074444,8,0,0,0,0,0
1416703608,0,1,5,5,2.299896,15,7,124,6,-0.171366,13,13,-1.664866,14,0,0
1416716539,0,1,1,1,0,12,10,89,1,4.212072,6,0,0,0,0,0
1416718414,1,1,10,10,3.062017,22,77,164.9,6,3.853909,24,5.5,1.072185,9,0,0
1416760029,0,1,1,1,0,1,1,23,1,3.768565,4,4,1.265353,4,0,0
1416760433,0,1,1,1,0,2,1,23,1,0.004676,5,5,214.861386,5,0,0
1416776189,1,1,4,4,1.792481,5,1,235,6,1.974997,13,10.5,1.146729,10,0,0
1416843629,1,1,1,4,1.842371,7,7,1138.75,6,6.674468,4,1.5,0.790578,3,0,0
1416844689,1,1,3,9,2.951143,21,21,576.666667,6,11.546681,17,8,0.326082,12,0,0
1416845861,1,1,4,16,3.665312,40,40,401.875,6,6.700301,16,20.5,1.031535,28,1,18.888611
1416845999,0,1,1,1,0,1,1,524,6,6.701898,1,29,1.149211,29,1,590.010139
1416849135,0,1,4,4,1.921928,5,5,1303.75,5,12.519317,7,31.5,1.046056,33,0,0
1416849714,1,1,1,9,3.121928,10,10,491.666667,5,13.062996,20,38,1.026916,42,0,0
1416850153,1,1,1,4,2,4,4,357,5,10.406322,14,44.5,1.127538,46,0,0
1416858438,0,1,2,2,0.876716,18,9,953,6,11.773148,2,1.5,1.094272,2,1,42.867083
1416862542,1,1,3,3,0.986427,9,9,602,5,10.842473,7,2,1.05443,3,0,0
1416863043,1,1,1,1,0,8,9,846,5,0.005799,3,4,173.45509,4,0,0
1416863818,1,1,1,1,0,1,1,406,5,0.014769,4,5,68.711599,5,0,0
1416865603,0,1,1,1,0,1,1,66,1,4.852928,6,1,1.206061,0,0,0
1416877429,0,1,1,1,0,7,16,28,1,16.920231,1,3,1.059101,3,0,0
1416938322,0,1,1,1,0,1,1,35,1,9.925683,3,0,0,0,0,0
1417040894,0,1,1,1,0,1,1,202,6,8.957627,1,0,0,0,0,0
1417208916,0,1,2,13,1.019646,875,66,326,5,9.078186,47,46,1.027081,52,0,0
1417414551,0,1,1,1,0,1,1,66,1,6.353565,7,0,0,0,0,0
1417449310,0,1,1,1,0,3,3,808,5,2.782338,1,53,1.35941,53,0,0
1417477616,0,1,1,3,1.584963,9,9,2526.666667,5,11.161875,49,35,1.05475,36,0,0
1417499197,0,1,1,1,0,1,1,13,1,24.11662,1,0,0,0,1,1156.465741
1417539284,0,1,1,3,1.437898,39,8,1310.333333,5,9.53887,28,38,1.045936,39,0,0
1417544847,0,1,1,1,0,8,1,66,1,1.508056,8,3,1.663106,2,0,0
1417555832,0,1,1,1,0,2,2,32,1,16.936597,3,19,1.059044,4,1,0.102477
1417562531,0,1,19,176,6.609076,40266,0,0,1,0,0,807.5,0,884,1,306.799931
1417564686,1,1,1,1,0,2,2,32,1,0.102477,4,20,10.758301,5,0,0
1417565060,0,1,1,1,0,1,1,2,1,19.984745,1,21,1.050038,6,0,0
1417565789,0,1,1,1,0,5,0,73,1,0.242384,9,12,5.12568,0,0,0
1417565835,0,1,1,1,0,1,1,78,1,0.000532,10,13,1879.26087,1,0,0
1417571003,1,1,1,3,1.370951,15,5,462.333333,1,0.098056,3,15,7.232295,14,0,0
1417584400,0,1,1,1,0,134,0,0,1,0,0,0,0,0,0,0
1417585096,0,1,3,3,1.509028,13,6,143.666667,1,0.261169,3,5,3.339907,6,0,0
1417586483,0,1,2,3,1.236111,110,32,595.666667,8,-14.583526,28,1,0.647623,2,0,0
1417621314,1,1,1,1,0,1,1,446,5,8.925475,2,47,1.112039,47,0,0
1417641263,0,1,2,3,1.391358,32,33,873.333333,8,-4.233179,35,4,1.762361,5,0,0
1417642873,0,1,2,4,1.965428,11,38,799.75,8,0.177141,45,7.5,2.470642,9,0,0
1417660741,0,1,1,4,1.750632,10,19,2098.75,5,2.022969,55,55.5,1.264053,57,0,0
1417698797,0,1,1,1,0,0,4,799,5,0.440463,3,58,3.270338,58,0,0
1417732775,0,1,10,19,3.820928,707,79,70.368421,7,6.998908,35,33,0.702373,33,0,0
1417733287,0,1,1,1,0,1,1,91,1,11.767917,7,22,1.084977,7,0,0
1417734374,0,1,1,1,0,0,2,137,5,6.08169,5,30,1.164428,26,0,0
1417734438,0,1,2,7,2.487158,36,40,344.714286,5,19.821172,32,34,1.019798,33,0,0
1417737365,0,1,1,1,0,0,2,427,5,0.033877,6,38,30.518278,34,0,0
1417742217,0,1,1,1,0,0,70,70,1,26.929352,1,39,1.037134,35,0,0
1417743307,0,1,3,7,2.529407,27,9,630.714286,5,11.88686,37,16,1.019659,17,0,0
1417752058,1,1,2,2,0.869138,30,1,1295,5,21.612002,4,40.5,1.034703,37,0,0
1417752738,1,1,2,2,1,3,1,252,5,24.335498,3,42.5,1.0334,39,0,0
1417757063,0,1,9,12,2.438832,174,140,200.166667,5,15.214173,26,50.5,1.33071,52,0,0
1417803275,0,1,1,1,0,1,1,741,5,11.031505,10,20,1.090649,20,0,0
1417805788,0,1,12,70,5.315471,30918,0,0,1,0,0,930.5,0,954,0,0
1417808664,0,1,1,1,0,6,0,78,1,2.810521,11,119,1.355806,0,0,0
1417809446,0,1,1,1,0,0,5,450,1,0.042338,1,0,0,0,0,0
1417813479,0,1,1,1,0,6,0,2461,5,0.710891,3,44,2.406685,40,0,0
1417817513,0,1,4,17,4.000432,33,37,790.411765,1,0.135706,17,128,2.490919,135,0,0
1417818228,0,1,2,14,3.702472,29,29,737.285714,1,0.008275,28,143.5,29.065433,149,0,0
1417826684,0,1,1,11,3.239806,32,33,667.272727,1,0.241852,11,5,1.668338,10,0,0
1417827112,0,1,1,1,0,1,1,91,1,1.085938,8,23,1.920863,8,0,0
1417837281,0,1,1,1,0,9,0,1312,5,14.173715,4,62,1.070553,62,0,0
1417837477,0,1,1,1,0,6,0,1321,5,0.002269,5,63,441.816327,63,0,0
1417839122,1,1,2,2,0.049157,215,149,1437.5,5,7.107031,9,64.5,1.0704,65,0,0
1417907178,1,1,3,3,0.892995,24,2,525.333333,1,1.044884,6,1,0.924313,2,0,0
1417931990,1,1,2,2,0.918296,23,1,1470.5,5,1.074861,11,66.5,1.697765,67,0,0
1417971545,0,1,1,1,0,3,0,78,1,1.918484,1,68,1.521245,68,0,0
1417986829,0,1,1,1,0,4,4,1039,1,0.921887,4,3,2.084732,3,0,0
1417988658,0,1,1,1,0,13,3,522,1,0.943056,3,4,2.060383,4,0,0
1417998727,0,1,1,2,1,18,4,2458.5,5,2.342147,30,59.5,1.754057,60,0,0
1418064488,0,1,2,4,1.671755,1,197,134,7,3.839271,15,44.5,1.135659,37,0,0
1418085095,0,1,14,14,3.700902,295,133,181.357143,7,9.889475,56,53.5,1.040052,51,1,575.812697
1418085152,1,1,1,1,0,2,10,30,6,21.043947,1,610,1.04752,610,0,0
1418085201,1,1,3,6,2.297079,21,21,294.833333,5,25.587108,25,63.5,1.015844,57,0,0
1418138833,1,1,1,1,0,1,1,91,1,3.607882,9,18,1.277171,1,0,0
1418151943,0,1,20,38,3.861039,754,417,3282.184211,7,10.121734,87,629.5,1.006422,648,1,6.534722
1418158851,1,1,1,1,0,3,1,2,1,6.872581,2,20,1.145506,2,0,0
1418172782,0,1,9,18,3.411618,3476,0,0,1,0,0,974.5,0,972,1,919.77816
1418174822,0,1,2,3,0.898392,213,0,0,1,0,0,22,0,23,0,0
1418175401,0,1,1,1,0,2,0,84,1,4.244641,12,0,0,0,0,0
1418210571,0,1,3,7,2.622776,18,15,633.285714,5,5.408148,44,24,1.068491,24,0,0
1418218485,1,1,2,3,0.918659,121,1,147.666667,2,0.5211,3,62,2.158458,63,0,0
1418219130,1,1,1,3,1.584963,6,6,1303.666667,5,19.003075,13,65,1.232271,66,0,0
1418225245,0,1,1,2,0.934068,13,7,95.5,2,0.33092,3,67.5,8.146002,68,0,0
1418253086,0,1,2,5,1.753727,142,8,323.6,8,6.881074,21,71,1.289644,73,0,0
1418261152,0,1,7,7,2.786079,96,37,165.714286,7,1.263993,36,652,1.293046,655,0,0
1418311874,0,1,1,2,0.402179,12,13,270.5,8,0.680417,5,74.5,2.102266,75,0,0
1418312057,0,1,1,1,0,1,1,1050,8,0.682535,10,76,2.465127,76,0,0
1418318167,1,1,2,9,2.486385,253,94,209.222222,8,1.617939,32,81,1.800284,85,0,0
1418318650,0,1,1,1,0,8,8,2232,5,7.614687,15,86,1.131325,86,0,0
1418318872,0,1,1,1,0,3,3,3296,5,3.705382,26,87,1.269878,87,0,0
1418332475,1,1,2,4,1.790309,14,12,1224,6,15.054702,6,1.5,0.769674,3,0,0
1418332750,0,1,4,25,3.95026,12440,0,0,1,0,0,996,0,997,0,0
1418336066,0,1,1,1,0,4,0,86,1,1.859549,13,17,1.537765,2,0,0
1418343162,0,1,19,63,5.438185,455,354,434.47619,7,9.586052,173,687,1.034643,718,1,5.029711
1418397967,0,1,1,1,0,46,5,1169,1,0.754826,1,69,2.324808,69,0,0
1418408162,0,1,1,1,0,7,1,90,1,0.834444,14,0,0,0,0,0
1418410438,0,1,1,1,0,13,0,0,1,0,0,57,0,53,0,0
1418417337,0,1,1,3,1.556657,4,10,851,6,16.919853,5,5,1.032844,6,0,0
1418422358,0,1,1,1,0,1,1,96,1,0.164306,15,1,7.086221,1,0,0
1418426770,0,1,11,22,2.744581,3300,0,0,1,0,0,1019.5,0,1019,0,0
1418427204,0,1,1,1,0,4,0,96,1,0.056088,16,151,18.829137,1,0,0
1418477837,1,1,10,10,3.217655,43,8,166.6,7,7.410763,45,74.5,1.024442,79,1,60.215231
1418482478,0,1,6,12,2.940336,183,111,47.25,3,0.761729,8,85.5,1.224977,91,0,0
1418504279,0,1,2,3,1.426199,28,4,555.333333,1,7.940405,9,1,0.701649,2,0,0
1418624306,0,1,2,2,0.276195,14,28,401,1,1.389201,8,3.5,1.539879,4,0,0
1418631752,0,2,15,20,4.19696,319,523,126.35,10,2.283569,90,25.5,1.057502,31,1,1043.709676
1418669404,1,1,1,12,3.345764,23,19,816,1,3.833556,13,12.5,1.074021,18,0,0
1418669733,1,1,2,2,0.219297,67,47,2353,7,18.006499,7,0.5,0.513884,1,0,0
1418671963,1,1,1,2,0.142573,26,73,664,1,0.029618,5,19.5,26.322392,20,0,0
1418673099,1,1,1,1,0,8,14,217,1,3.939225,1,25,1.253857,25,0,0
1418674847,0,1,1,1,0,2,7,582,1,0.062998,2,21,16.873599,21,0,0
1418678757,0,1,2,2,0.998747,7,89,115.5,3,0.56658,5,36.5,1.661339,33,0,0
1418684615,0,1,45,296,4.843983,18669,18658,731.75,8,26.45235,745,299.5,1.000811,445,0,0
1418697598,0,1,2,3,0.605427,1,34,135,1,3.134583,3,449,1.194958,448,0,0
1418705163,0,1,10,14,3.369207,77,953,324.928571,8,12.917265,40,64.5,1.026606,67,0,0
1418705612,0,1,1,2,0.70808,86,2,72.5,8,2.10011,8,72.5,97.33285,69,0,0
1418709599,0,2,2,4,1.840362,56,93,49.25,10,0.901007,17,39.5,1.578057,35,0,0
1418716543,1,1,12,13,3.6011,35,231,161.692308,10,1.271618,79,48,1.093701,48,0,0
1418716806,0,1,2,64,5.620703,9384,9384,146.625,10,4.572854,52,86.5,1.006892,112,0,0
1418717047,0,1,1,1,0,1,1,133,10,0.002789,1,119,359.506224,113,0,0
1418718916,0,1,10,12,3.104876,23,75,100.166667,10,0.263918,66,125.5,1.882884,125,1,76.435104
1418740583,0,1,1,1,0,2,2,215,2,29.68309,1,3,1.033689,3,0,0
1418750237,0,1,1,1,0,0,8,71,10,0.362512,2,132,3.758533,126,0,0
1418750577,1,1,1,1,0,1,1,34,7,4.715451,2,133,1.212069,127,0,0
1418755521,0,1,1,6,2.047513,64,60,1267.5,8,0.820671,35,20.5,1.49756,20,0,0
1418762443,0,1,1,1,0,38,38,632,1,1.07684,2,22,1.928643,22,0,0
1418762541,0,1,1,1,0,1,1,1162,1,1.048356,4,23,1.953874,23,0,0
1418771051,0,1,1,1,0,11,12,1308,8,-1.061007,6,24,0.057499,24,0,0
1418771138,0,1,9,15,2.723974,4951,0,0,1,0,0,1038,0,1034,1,55.347049
1418775916,0,1,1,1,0,4,0,100,1,4.036019,17,24,1.247769,3,0,0
1418776367,0,1,1,1,0,1,2,271,6,29.04412,1,67,1.03443,58,0,0
1418776483,0,1,1,1,0,4,0,861,7,5.015289,3,68,1.19939,59,0,0
1418776554,0,1,1,1,0,3,2,2471,8,0.826285,6,69,2.210237,60,0,0
1418776595,0,1,1,1,0,4,0,201,1,38.901319,1,70,1.025706,61,0,0
1418777077,0,1,2,4,1.031612,116,17,405.75,7,6.516603,9,72.5,1.059802,65,0,0
1418777131,0,1,1,1,0,15,14,153,1,0.920521,2,75,2.086342,66,0,0
1418777226,0,1,1,1,0,4,2,188,7,5.023889,4,76,1.199049,67,0,0
1418777380,0,1,1,1,0,13,4,10,7,5.025671,2,77,1.198978,68,0,0
1418777501,0,1,1,2,0.33729,30,18,114.5,8,0.832049,10,78.5,1.90139,70,0,0
1418777729,1,1,1,2,0.976021,21,1,155.5,7,6.136302,10,80.5,1.14015,72,0,0
1418778050,1,1,1,2,0.985228,20,1,150,7,6.140017,10,82.5,1.140052,74,0,0
1418778217,1,1,1,2,0.985228,20,1,146,7,6.14195,10,84.5,1.140001,76,0,0
1418778277,0,1,1,1,0,1,1,91,1,7.400972,10,86,1.135117,9,0,0
1418778313,0,1,1,1,0,2,0,91,1,0.000417,11,87,2401,10,0,0
1418779863,1,1,1,1,0,1,0,215,8,0.027338,8,88,37.57917,77,0,0
1418784033,0,1,2,2,0.890492,4,9,631.5,1,2.543293,9,5.5,1.368759,6,0,0
1418792678,0,1,27,28,4.532117,60,87,148.535714,10,1.270179,192,147.5,1.142354,155,1,75.581377
1418845680,0,1,1,1,0,2,1,13,7,12.880845,3,89,1.077635,78,0,0
1418845718,0,1,45,296,4.843275,18654,18669,730.547297,8,1.843162,1053,866.5,1.011391,1014,1,288.922338
1418846570,0,1,4,5,1.410155,814,0,0,1,0,0,1048,0,1039,0,0
1418848063,0,1,2,47,4.372801,1841,1843,488.148936,8,0.286967,346,474,2.705731,495,0,0
1418849187,0,1,2,10,2.976518,68,69,959.6,8,0.04015,67,502.5,8.29498,505,0,0
1418849431,0,1,1,1,0,1,1,881,1,0.756921,5,7,2.321141,7,0,0
1418855161,0,1,1,1,0,3,0,104,1,0.917188,18,25,2.09029,4,0,0
1418855803,0,1,9,64,4.259343,2199,2199,282.3125,8,0.116725,235,539.5,1.635028,569,0,0
1418857436,0,1,1,1,0,4,5,63,10,1.711076,15,162,1.584427,6,0,0
1418862722,0,1,15,104,5.706849,3973,3971,353.365385,8,0.196806,380,623.5,1.255348,673,1,92.983009
1418864256,0,1,1,1,0,1,1,93,1,0.994711,12,90,2.005317,11,0,0
1418882530,1,2,5,5,1.996668,20,2,86.8,10,1.403012,26,165,1.282247,159,0,0
1418882579,1,1,1,1,0,3,0,66262,8,0.426632,4,168,3.343941,160,1,123.64603
1418883283,1,1,1,1,0,3,33,136,1,0.424919,1,169,3.35339,161,0,0
1418892880,0,1,1,1,0,0,4,373,1,8.334468,1,0,0,0,0,0
1418895269,0,1,1,2,0.591673,6,1,111,10,0.755249,17,28.5,4.722178,26,0,0
1418924339,1,1,1,1,0,4,4,33,7,6.726586,3,30,1.148664,27,0,0
1418924855,0,1,1,1,0,2,2,32,10,0.489873,3,31,3.041347,3,0,0
1418938084,0,1,1,1,0,2,1,34,10,1.68294,5,32,1.594198,28,0,0
